	Hip	V	RA (deg)	Dec (deg)	Par(mas)	B-V	M_V	Sp
 	100511	6.16	305.7180075	14.55111452	38.27	4.07	0.5	

 	100526	6.67	305.75553117	54.6728912	14.44	2.47	0.23	

 	100570	6.75	305.90929741	-5.26617164	24.12	3.66	0.43	

 	100587	4.43	305.96498335	32.19018607	12.77	-0.04	1.33	

 	100697	6.15	306.22834017	-83.31063455	12.95	1.71	0.2	

 	100751	1.94	306.41187347	-56.73488071	17.8	-1.81	-0.12	

 	100859	5.73	306.7591909	49.38322449	26.56	2.85	0.34	

 	100891	7.93	306.85647454	-78.75570199	15.31	3.85	0.51	

 	100895	7.49	306.8623726	-2.11935082	21.49	4.15	0.52	

 	100896	6.71	306.86484323	-2.10290922	20.7	3.29	0.52	

 	100907	5.63	306.89281213	38.44052275	12.07	1.04	0.07	

 	100925	6.61	306.93438673	-30.86657793	51.5	5.17	0.72	

 	100933	6.56	306.96574603	65.75582904	11.8	1.92	0.15	

 	100963	7.09	307.04929063	22.12958535	35.41	4.84	0.64	

 	100970	6.87	307.07675395	18.76963484	26.77	4.01	0.66	

 	101022	6.82	307.20807266	-1.7344597	31.3	4.3	0.55	

 	101044	6.19	307.26174083	83.62546296	11.77	1.54	0.16	

 	101059	7.08	307.29869205	4.45653529	27.14	4.25	0.51	

 	101082	5.96	307.36380725	81.09073843	15.88	1.96	0.94	

 	101096	7.84	307.39897542	60.99240502	12.74	3.37	0.51	

 	101142	7.77	307.52889123	45.44880146	15.61	3.74	0.51	

 	101163	7.45	307.57781498	54.68073289	18.88	3.83	0.53	

 	101166	8.68	307.59019935	81.13894746	14.79	4.53	0.64	

 	101180	10.54	307.6309288	65.44886952	125.62	11.04	1.54	

 	101262	9.22	307.88321781	33.77583031	38.18	7.13	1.14	

 	101268	6.47	307.9011204	34.33050116	22.18	3.2	0.42	

 	101307	7.17	308.01853014	60.42255356	13.48	2.82	0.32	

 	101345	5.66	308.097973	-9.85364143	41.26	3.74	0.69	

 	101432	6.8	308.34562482	-41.52433433	25.48	3.83	0.67	

 	101507	6.11	308.54856618	-13.72126202	30.45	3.53	0.54	

 	101511	7.28	308.56708644	43.36121038	13.14	2.87	0.39	

 	101579	8.91	308.80198556	6.12756365	32.73	6.48	0.96	

 	101593	10.08	308.84075719	64.97203552	30.53	7.5	1.18	

 	101597	8.5	308.85908133	11.35622337	26.08	5.58	0.76	

 	101611	7.51	308.89004273	50.42483011	14.22	3.27	0.45	

 	101612	4.75	308.89486744	-60.58129819	36.27	2.55	0.29	

 	101629	7.2	308.97672886	-26.77346812	16.92	3.34	0.42	

 	101719	7.03	309.28293549	61.36469163	17.24	3.21	0.4	

 	101726	8.1	309.29804316	-44.74460488	27.18	5.27	0.65	

 	101768	6.51	309.38638877	31.52198719	20.3	3.05	0.37	

 	101772	3.11	309.39162365	-47.29166239	32.21	0.65	1.0	

 	101773	4.86	309.39683225	-61.52974415	16.73	0.98	0.45	

 	101785	7.42	309.43105335	-22.44288803	19.82	3.91	0.47	

 	101800	5.42	309.45456696	11.37769664	18.4	1.74	0.05	

 	101806	7.5	309.46640563	-60.63432569	21.31	4.14	0.67	

 	101808	6.38	309.46742044	-25.10918309	19.86	2.87	0.33	

 	101818	7.03	309.49513377	42.84522012	15.76	3.02	0.5	

 	101852	7.78	309.58796857	-4.51186104	23.89	4.67	0.6	

 	101875	6.76	309.6668333	38.63556258	37.12	4.61	0.61	

 	101905	7.33	309.76104626	-49.3314589	29.73	4.7	0.63	

 	101916	5.07	309.7816354	10.08615196	33.27	2.68	0.7	

 	101932	8.52	309.84109282	10.0756841	35.22	6.25	0.91	

 	101948	6.81	309.88753903	42.24908836	30.46	4.23	0.51	

 	101966	6.39	309.96603077	11.24944743	30.31	3.8	0.56	

 	101983	5.11	310.00944347	-60.54750937	41.33	3.19	0.54	

 	101997	6.36	310.04765218	-23.77498736	68.28	5.53	0.72	

 	102011	6.02	310.07448978	60.50481311	30.12	3.41	0.44	

 	102016	8.02	310.08663706	38.7802173	18.6	4.37	0.64	

 	102018	7.21	310.09257462	-24.11731794	23.42	4.06	0.61	

 	102040	6.43	310.18777967	19.93477741	47.65	4.82	0.61	

 	102101	10.27	310.3668975	57.42929757	41.74	8.37	1.36	

 	102119	9.83	310.42430115	-22.32105628	43.42	8.02	1.12	

 	102154	7.52	310.48453588	42.52468924	14.88	3.38	0.46	

 	102186	8.83	310.57793029	-52.69667207	82.57	8.41	1.32	

 	102189	7.59	310.58480386	45.82391611	17.96	3.86	0.61	

 	102203	7.61	310.62268393	-5.30082137	33.15	5.21	0.71	

 	102205	6.94	310.63978636	-84.40704999	11.89	2.32	0.22	

 	102226	8.26	310.70587871	20.84547031	39.38	6.24	0.89	

 	102233	7.31	310.73089829	49.0527774	14.63	3.14	0.34	

 	102240	7.75	310.75845073	52.29509667	12.71	3.27	0.55	

 	102253	5.59	310.79576497	66.65736293	23.49	2.44	0.22	

 	102259	7.68	310.8072491	-76.54706336	15.22	3.59	0.6	

 	102264	6.95	310.81678113	-29.42340416	44.57	5.2	0.67	

 	102281	4.43	310.86477381	15.07468224	16.03	0.45	0.3	

 	102333	4.51	311.00911122	-51.92084051	41.38	2.59	0.28	

 	102395	3.42	311.2398153	-66.20323826	23.71	0.29	0.16	

 	102401	10.79	311.26560137	44.49840983	80.01	10.31	1.49	

 	102422	3.41	311.32195263	61.83679404	69.73	2.63	0.91	

 	102453	4.22	311.41566302	30.7196568	15.84	0.22	1.05	

 	102466	8.6	311.45608346	68.55190214	15.09	4.49	0.69	

 	102485	4.13	311.52402547	-25.27051682	68.16	3.3	0.43	

 	102488	2.48	311.55180091	33.96945334	45.26	0.76	1.02	

 	102521	7.66	311.64295307	-17.16275361	28.47	4.93	0.62	

 	102580	8.26	311.81879371	-35.15389062	25.32	5.28	0.76	

 	102610	7.43	311.90773584	12.98615478	25.6	4.47	0.59	

 	102611	7.6	311.90968883	16.23851822	18.63	3.95	0.5	

 	102616	10.76	311.91795962	70.93266065	37.39	8.62	1.37	

 	102664	8.02	312.06332409	-12.45438728	26.41	5.13	0.62	

 	102675	7.31	312.09067469	-22.7402779	20.09	3.82	0.53	

 	102684	6.98	312.10636975	68.03262979	12.6	2.48	0.38	

 	102727	7.92	312.23872779	61.11885714	14.13	3.67	0.49	

 	102766	8.25	312.31809562	32.28543792	42.23	6.38	0.94	

 	102781	7.18	312.34226817	83.94150592	13.05	2.76	0.41	

 	102791	8.23	312.37117575	71.77454365	28.61	5.51	0.77	

 	102801	6.65	312.4029605	51.31441426	15.7	2.63	0.37	

 	102805	6.01	312.40723273	12.54489131	33.81	3.66	0.42	

 	102807	7.12	312.41248671	13.96276045	19.64	3.59	0.46	

 	102815	7.67	312.44335042	25.77090371	19.42	4.11	0.6	

 	102843	5.06	312.52013154	44.0589822	23.67	1.93	0.2	

 	102970	7.81	312.93354182	74.77892856	33.8	5.45	0.69	

 	103039	11.41	313.13835215	-16.9748128	182.15	12.71	1.65	

 	103045	4.73	313.16335749	-8.98323782	21.01	1.34	0.33	

 	103077	6.38	313.27321911	-11.57376168	22.17	3.11	0.66	

 	103096	8.55	313.33245263	62.15627228	141.95	9.31	1.48	

 	103131	7.78	313.42407671	36.13024965	17.19	3.96	0.75	

 	103256	8.82	313.777214	13.17584752	44.04	7.04	1.05	

 	103298	5.54	313.91063822	12.56850687	16.35	1.61	0.13	

 	103311	7.27	313.94849197	-17.11402614	20.96	3.88	0.54	

 	103348	6.68	314.07840263	42.76876406	12.85	2.22	1.12	

 	103359	5.83	314.10599985	50.72864966	18.75	2.2	0.34	

 	103389	5.7	314.1969592	-26.29621951	47.61	4.09	0.51	

 	103441	11.98	314.35362622	22.36324373	73.24	11.3	1.53	

 	103455	6.93	314.4145815	26.4048462	30.11	4.32	0.58	

 	103458	6.52	314.41870003	-44.12700027	46.26	4.85	0.59	

 	103460	5.89	314.41922341	-16.03154355	17.58	2.12	0.18	

 	103635	6.62	314.96173603	16.82436487	20.93	3.22	0.38	

 	103646	6.1	314.99841027	-36.12949945	24.11	3.01	0.4	

 	103650	9.32	315.01322358	70.66879186	38.87	7.27	1.12	

 	103654	6.86	315.02098891	-69.57874959	26.88	4.01	0.63	

 	103673	5.76	315.08985065	-51.26563421	35.07	3.48	0.48	

 	103682	6.21	315.1408842	-4.72992404	37.8	4.1	0.64	

 	103735	7.68	315.30620944	-35.18395422	22.18	4.41	0.62	

 	103754	8.65	315.36964444	79.29548817	20.24	5.18	0.72	

 	103768	9.37	315.41221731	-32.5241821	48.87	7.82	1.24	

 	103779	6.76	315.44768153	44.18711714	13.64	2.43	0.32	

 	103820	9.36	315.57578703	-52.29159063	32.8	6.94	1.05	

 	103833	7.33	315.60770637	27.80732971	20.06	3.84	0.61	

 	103859	7.69	315.66841111	45.88442774	51.65	6.26	0.97	

 	103882	5.32	315.74156102	-38.63118269	28.32	2.58	0.42	

 	103931	6.91	315.87289175	-1.57964646	20.68	3.49	0.42	

 	103949	6.32	315.9312496	46.86328998	12.4	1.79	0.26	

 	103953	7.64	315.94486557	-68.07179366	18.16	3.94	0.55	

 	104034	7.29	316.14935062	60.2566531	14.32	3.07	0.46	

 	104043	5.13	316.17928592	-77.02286938	22.07	1.85	0.49	

 	104076	8.73	316.28554649	73.20276814	15.04	4.62	0.51	

 	104092	8.27	316.33208234	7.07066797	67.38	7.41	1.12	

 	104128	6.64	316.45202612	15.32741269	22.82	3.43	0.48	

 	104139	4.08	316.48658082	-17.23271095	20.61	0.65	-0.01	

 	104171	5.88	316.59746974	71.43207905	20.36	2.42	0.39	

 	104197	10.84	316.65568835	80.79316809	29.85	8.21	1.26	

 	104214	5.2	316.71181258	38.74149446	287.13	7.49	1.07	

 	104217	6.05	316.71746843	38.73441392	285.42	8.33	1.31	

 	104225	8.19	316.73419305	69.67443613	30.45	5.61	0.77	

 	104299	8.55	316.9399756	-67.92003933	37.36	6.41	0.84	

 	104318	8.01	316.98503793	7.4329703	27.86	5.23	0.69	

 	104344	7.87	317.0711306	43.74758718	15.35	3.8	0.54	

 	104375	8.69	317.17220695	73.69777798	32.59	6.26	0.83	

 	104382	5.45	317.19172547	-88.9565112	12.07	0.86	0.28	

 	104396	6.97	317.24104141	47.27100058	14.64	2.8	0.4	

 	104432	10.87	317.32082857	-13.29765532	82.33	10.45	1.49	

 	104436	6.98	317.33177202	-82.02714188	41.28	5.06	0.62	

 	104453	7.9	317.38904449	-79.27385567	16.72	4.02	0.52	

 	104468	7.6	317.42939847	46.15864682	15.38	3.53	0.51	

 	104471	6.96	317.44119442	19.21070295	23.24	3.79	0.51	

 	104587	7.83	317.79605824	45.45663927	32.68	5.4	0.78	

 	104659	7.37	317.99627899	17.7299332	28.26	4.63	0.53	

 	104680	5.83	318.0569505	-40.2688284	30.9	3.28	0.45	

 	104733	7.32	318.24020897	30.80924687	37.12	5.17	0.67	

 	104738	5.25	318.2621978	-39.42464394	29.96	2.63	0.46	

 	104809	7.38	318.50685518	-29.66343267	33.63	5.01	0.69	

 	104941	6.6	318.86329509	42.02606531	14.61	2.42	0.9	

 	105038	7.88	319.1349199	9.39411501	61.83	6.84	1.02	

 	105090	6.69	319.32379676	-38.86457451	253.37	8.71	1.4	

 	105140	4.71	319.48436063	-32.17248551	19.76	1.19	0.07	

 	105152	8.15	319.511255	0.16203347	52.03	6.73	0.99	

 	105184	6.75	319.61281475	-43.33470265	42.04	4.87	0.64	

 	105199	2.45	319.64408982	62.58545529	66.84	1.58	0.26	

 	105202	7.27	319.65455595	8.95975955	23.78	4.15	0.49	

 	105232	8.45	319.74221892	26.2305225	24.48	5.39	0.75	

 	105254	6.7	319.79670939	17.82238433	19.11	3.11	0.37	

 	105274	7.76	319.85350136	-84.75622445	15.2	3.67	0.5	

 	105341	9.09	320.05803606	-19.85053177	61.04	8.02	1.34	

 	105357	6.73	320.10593109	60.68726632	13.25	2.34	0.5	

 	105384	7.84	320.19421125	-38.78156145	27.49	5.04	0.69	

 	105391	7.46	320.21225957	-45.81086977	18.76	3.83	0.61	

 	105430	6.73	320.33515193	46.72979943	11.29	1.99	0.18	

 	105439	6.75	320.34879161	-51.75239817	20.85	3.35	0.65	

 	105441	8.97	320.35146501	-66.91568905	32.52	6.53	1.01	

 	105483	8.03	320.47312814	-4.17399146	25.22	5.04	0.76	

 	105502	4.08	320.52139118	19.80435581	21.19	0.71	1.11	

 	105557	6.85	320.67499941	76.55472783	25.67	3.9	0.64	

 	105606	7.61	320.84425942	-41.5521633	26.53	4.73	0.74	

 	105612	7.88	320.86277076	-75.49407487	29.21	5.21	0.69	

 	105629	7.47	320.91597874	-55.54267705	19.1	3.88	0.55	

 	105652	5.7	320.99475047	24.27409155	18.05	1.98	0.31	

 	105668	5.48	321.04766053	-12.8781302	20.8	2.07	0.3	

 	105675	8.68	321.0635194	-58.69225955	39.39	6.66	1.06	

 	105703	5.67	321.1415567	26.17454472	14.84	1.53	0.32	

 	105727	5.97	321.20583722	80.52485397	9.18	0.78	0.95	

 	105766	7.26	321.31969271	70.47744396	38.86	5.21	0.62	

 	105769	5.59	321.33078455	46.71422433	29.14	2.91	0.34	

 	105773	7.95	321.33629908	34.74393704	17.47	4.16	0.45	

 	105791	8.28	321.37124758	27.21108272	35.83	6.05	0.83	

 	105841	6.1	321.56432591	-54.66055359	15.68	2.08	0.37	

 	105858	4.21	321.61038385	-65.36814438	108.5	4.39	0.49	

 	105860	6.08	321.61088664	19.37559788	21.72	2.76	0.23	

 	105864	6.12	321.61661904	1.10375193	20.89	2.72	0.48	

 	105905	8.65	321.74067096	-56.12560249	43.12	6.82	0.92	

 	105918	6.72	321.77775816	16.12438738	29.56	4.07	0.53	

 	105932	11.09	321.8201662	-6.84330192	61.57	10.04	1.5	

 	105966	5.39	321.91679163	27.60854356	17.96	1.66	0.05	

 	105981	7.4	321.96002866	64.01374117	12.23	2.84	0.5	

 	105992	8.84	322.00400503	64.3875138	25.85	5.9	0.84	

 	106003	5.75	322.03399511	32.22513677	22.41	2.5	0.33	

 	106006	7.99	322.05075067	-21.72559552	21.14	4.62	0.7	

 	106007	6.61	322.05807593	-11.5681735	28.41	3.88	0.49	

 	106066	7.09	322.26257103	61.43310903	13.41	2.73	0.52	

 	106093	5.22	322.36213795	46.54033179	14.58	1.04	0.96	

 	106106	10.33	322.40081536	17.642376	148.29	11.19	1.62	

 	106122	7.93	322.44358337	45.89363408	33.6	5.56	0.76	

 	106147	9.11	322.50894501	-12.50943675	55.38	7.83	1.26	

 	106213	7.14	322.69890767	-62.16740825	25.55	4.18	0.6	

 	106230	6.86	322.75498966	59.41806489	20.19	3.39	0.68	

 	106231	9.23	322.75678551	23.33573366	39.91	7.24	1.05	

 	106305	8.84	322.9572932	33.63334974	28.8	6.14	0.95	

 	106353	8.45	323.09868346	-20.95711934	37.1	6.3	0.88	

 	106407	7.78	323.28639768	40.82464524	34.76	5.49	0.81	

 	106438	7.65	323.37853981	-27.89010323	21.19	4.28	0.66	

 	106481	3.98	323.49530361	45.59206564	26.2	1.07	0.89	

 	106551	4.87	323.69365589	38.53382684	12.76	0.4	1.09	

 	106559	5.7	323.71278777	-20.08438179	36.86	3.53	0.42	

 	106586	6.86	323.80694698	-34.32943884	18.78	3.23	0.49	

 	106654	5.73	324.04543329	-26.17145712	18.57	2.07	0.23	

 	106696	7.14	324.1702174	-50.84490039	67.85	6.3	0.88	

 	106782	7.2	324.42996767	-45.58558038	19.45	3.64	0.47	

 	106786	4.68	324.43767522	-7.85414212	18.26	0.99	0.17	

 	106825	8.62	324.53622873	-2.30246874	27.21	5.79	0.84	

 	106856	5.66	324.63280732	5.77167281	18.74	2.02	0.27	

 	106881	6.17	324.73396995	-79.44251799	16.64	2.28	0.46	

 	106882	8.91	324.73404855	80.67750303	23.72	5.79	0.87	

 	106897	5.77	324.75463604	20.26545357	25.57	2.81	0.31	

 	106907	6.28	324.77527499	-33.67875173	22.16	3.01	0.95	

 	106913	6.75	324.7912445	-27.30636802	39.13	4.71	0.62	

 	106914	7.12	324.79127478	71.30906145	15.82	3.12	0.48	

 	106931	8.07	324.83679644	-37.14088468	24.81	5.04	0.68	

 	107010	7.43	325.09640829	-71.50320116	20.1	3.95	0.54	

 	107020	8.54	325.11512132	-2.01730821	24.66	5.5	0.67	

 	107022	7.07	325.1252879	-74.07479689	45.17	5.34	0.76	

 	107038	8.37	325.17809989	84.33333718	34.61	6.07	0.87	

 	107040	7.41	325.17901774	28.75559204	19.95	3.91	0.6	

 	107055	8.33	325.23925664	70.53918871	18.82	4.7	0.65	

 	107070	7.45	325.27488546	26.75088747	37.19	5.3	0.69	

 	107095	5.16	325.38722004	-14.0468604	30.73	2.6	0.67	

 	107119	4.55	325.47948373	71.31118695	18.55	0.89	1.11	

 	107152	8.36	325.56940833	-57.6129915	26.72	5.49	0.76	

 	107191	6.88	325.66899426	63.72156423	27.78	4.1	0.53	

 	107225	6.67	325.75835418	-43.49594701	26.56	3.79	0.56	

 	107228	8.35	325.76451575	55.2090939	18.43	4.68	0.6	

 	107230	5.18	325.76719016	72.32018258	13.19	0.78	1.06	

 	107299	6.49	325.99648605	-57.32511897	23.05	3.3	0.48	

 	107300	6.86	326.00208294	-57.28292464	23.3	3.7	0.48	

 	107302	5.96	326.00407815	-14.7493955	19.08	2.36	0.22	

 	107339	6.61	326.10594455	46.86277227	20.9	3.21	0.41	

 	107346	9.65	326.12503938	41.59736227	49.27	8.11	1.33	

 	107350	5.96	326.12996019	14.77221491	54.37	4.64	0.59	

 	107380	4.35	326.2366159	-33.02555306	15.93	0.36	-0.05	

 	107412	6.69	326.34103647	-12.78335331	25.7	3.74	0.44	

 	107457	8.0	326.46846152	70.34786556	26.33	5.1	0.73	

 	107558	6.18	326.7695679	17.19407481	19.9	2.67	0.35	

 	107614	8.58	326.94634586	-63.92407511	22.36	5.33	0.67	

 	107618	8.06	326.95995883	-16.07963206	21.08	4.68	0.61	

 	107620	7.59	326.97994773	-52.93042289	29.43	4.93	0.66	

 	107625	8.62	326.99984672	-40.25522434	42.12	6.74	0.96	

 	107649	5.57	327.06503724	-47.3028979	63.95	4.6	0.6	

 	107665	8.72	327.13077324	-78.43352819	22.16	5.45	0.82	

 	107700	8.97	327.25397112	75.00046757	27.99	6.21	0.86	

 	107779	7.45	327.52036369	-38.61429056	20.39	4.0	0.57	

 	107805	8.28	327.59646679	-16.19618759	25.94	5.35	0.73	

 	107821	7.97	327.65105301	28.76722436	20.27	4.5	0.74	

 	107822	7.81	327.65515806	49.43782575	29.31	5.15	0.78	

 	107877	6.85	327.85162544	-23.27041392	25.11	3.85	0.49	

 	107895	8.6	327.91349637	0.84958446	28.47	5.87	0.85	

 	107941	8.19	328.02740852	1.90688421	31.97	5.71	0.88	

 	107947	7.22	328.04029234	-62.05214091	22.18	3.95	0.51	

 	107974	7.2	328.123677	-9.41784254	19.58	3.66	0.45	

 	107975	5.52	328.12481712	28.79369216	36.15	3.31	0.43	

 	107995	6.64	328.19524614	73.70221638	11.51	1.95	0.11	

 	108020	9.84	328.26075656	-64.21736183	35.78	7.61	1.18	

 	108028	8.18	328.27231906	20.93076463	41.71	6.28	0.94	

 	108036	5.08	328.32326591	-13.55180134	36.15	2.87	0.38	

 	108041	8.7	328.33520805	-73.72526156	20.75	5.29	0.75	

 	108060	5.69	328.40569599	19.66838008	14.18	1.45	0.01	

 	108065	7.82	328.42380435	-28.67007866	27.56	5.02	0.73	

 	108092	10.3	328.49458666	41.77989728	43.07	8.47	1.33	

 	108147	7.47	328.65286558	47.15519268	14.13	3.22	0.35	

 	108156	7.73	328.68706116	32.32913686	49.21	6.19	0.91	

 	108158	7.43	328.69000586	-73.43741843	25.1	4.43	0.7	

 	108174	6.92	328.74830196	53.93539119	20.8	3.51	0.49	

 	108195	5.92	328.79724631	-61.88638824	21.49	2.58	0.39	

 	108241	8.46	328.92481722	-29.70570198	30.22	5.86	0.84	

 	108375	7.47	329.3323871	-37.76333471	22.73	4.25	0.57	

 	108380	11.02	329.35839099	8.13695772	50.43	9.53	1.44	

 	108405	10.36	329.42181611	-51.00525542	61.63	9.31	1.51	

 	108434	8.88	329.48384429	50.84549056	19.63	5.34	0.73	

 	108453	6.33	329.55534953	-5.42466689	17.98	2.6	0.38	

 	108467	10.56	329.59989019	75.58900273	47.95	8.96	0.74	

 	108468	7.16	329.60127428	-12.66480802	29.06	4.48	0.64	

 	108473	6.95	329.61900554	3.77724024	23.68	3.82	0.58	

 	108481	9.09	329.63164754	34.6588777	31.7	6.6	1.04	

 	108490	6.95	329.67115015	29.81356873	34.12	4.62	0.5	

 	108525	8.45	329.78664186	3.1976002	28.15	5.7	0.76	

 	108535	5.04	329.81293227	73.18028413	26.67	2.17	0.44	

 	108569	9.74	329.89032084	-59.7525092	84.26	9.37	1.48	

 	108602	7.54	330.00949487	54.10761169	21.27	4.18	0.55	

 	108632	6.46	330.11129256	33.00578827	15.05	2.35	0.46	

 	108706	11.99	330.30365718	28.30681743	111.57	12.23	1.72	

 	108736	7.12	330.40196827	-53.09235478	27.96	4.35	0.57	

 	108774	7.96	330.52232491	44.34309517	29.79	5.33	0.69	

 	108782	9.17	330.54391282	1.40090869	96.98	9.1	1.45	

 	108809	6.63	330.6374068	-32.13380356	33.25	4.24	0.5	

 	108849	5.94	330.76559241	-76.11826634	16.2	1.99	0.4	

 	108859	7.65	330.79481049	18.88436326	21.24	4.29	0.59	

 	108870	4.69	330.82266498	-56.77980602	275.76	6.89	1.06	

 	108903	6.88	330.89790105	-55.97673111	20.76	3.47	0.56	

 	108912	7.87	330.9262392	-60.43746373	23.29	4.71	0.62	

 	108921	7.8	330.95028001	55.84907528	14.52	3.61	0.57	

 	108947	8.37	331.082295	20.26587989	31.38	5.85	0.82	

 	108950	7.23	331.09394119	-38.87620442	19.5	3.68	0.72	

 	109005	5.27	331.25199883	62.78552941	10.25	0.32	1.41	

 	109110	7.57	331.52181508	-5.35791736	28.16	4.82	0.67	

 	109139	4.29	331.60918894	-13.86954013	18.9	0.67	-0.07	

 	109162	7.8	331.67632433	53.13147765	31.99	5.33	0.79	

 	109166	8.44	331.69155839	-45.39179667	33.11	6.04	0.86	

 	109169	8.1	331.70177461	85.40918479	14.11	3.85	0.73	

 	109176	3.77	331.75197729	25.3450461	85.06	3.42	0.44	

 	109182	7.22	331.76360404	34.52130426	16.48	3.3	0.46	

 	109209	5.74	331.8688224	19.47543631	16.39	1.81	0.33	

 	109214	6.99	331.8763729	-68.02335188	22.49	3.75	0.58	

 	109245	6.67	331.97161384	-70.28573357	33.48	4.29	0.54	

 	109268	1.73	332.05781838	-46.96061593	32.16	-0.73	-0.07	

 	109303	6.11	332.17025791	45.74213801	23.79	2.99	0.76	

 	109316	6.91	332.19738566	-13.30043723	20.4	3.46	0.47	

 	109324	7.76	332.23169748	70.24026404	12.21	3.19	0.48	

 	109378	6.54	332.374231	-7.54756077	46.97	4.9	0.77	

 	109381	7.83	332.39370333	-41.22471729	22.85	4.62	0.66	

 	109384	9.61	332.40405809	71.31454447	18.12	5.9	0.78	

 	109403	9.55	332.46869753	52.5891018	23.88	6.44	0.9	

 	109404	5.37	332.48213069	-34.01503553	15.35	1.3	0.24	

 	109410	4.28	332.49688603	33.17826747	12.96	-0.16	0.47	

 	109422	4.94	332.53534803	-32.54844042	53.36	3.58	0.49	

 	109439	6.18	332.57901866	19.61656699	18.01	2.46	0.69	

 	109450	7.57	332.60810253	18.79717511	20.58	4.14	0.62	

 	109461	9.19	332.6324407	22.79715401	26.93	6.34	0.92	

 	109479	7.49	332.6823909	71.12842883	23.7	4.36	0.63	

 	109488	7.22	332.70611705	-55.45680068	19.51	3.67	0.66	

 	109490	8.02	332.71076437	15.7082751	22.24	4.76	0.6	

 	109509	6.1	332.75960052	-21.23268636	17.64	2.33	0.5	

 	109527	7.23	332.79956227	36.25693789	44.57	5.48	0.81	

 	109555	10.25	332.87454924	18.42575716	87.42	9.96	1.47	

 	109572	5.24	332.95214631	56.83904211	27.03	2.4	0.53	

 	109577	5.93	332.96388678	16.04059653	17.88	2.19	0.95	

 	109646	7.44	333.18086457	-6.46896918	26.57	4.56	0.54	

 	109654	5.34	333.19921276	34.60471273	12.74	0.87	1.13	

 	109667	6.19	333.23958651	-26.32772421	17.22	2.37	0.17	

 	109677	7.39	333.26348541	33.60319015	14.72	3.23	0.56	

 	109730	5.87	333.4110424	28.60802681	13.08	1.45	1.17	

 	109745	5.53	333.45491277	45.44060328	13.0	1.1	0.02	

 	109816	9.52	333.64502103	-32.30798672	33.74	7.16	1.07	

 	109821	6.23	333.65920556	-41.37974331	45.19	4.51	0.65	

 	109822	6.55	333.65926191	-15.81766487	26.19	3.64	0.89	

 	109842	7.0	333.6999092	24.31491056	20.72	3.58	0.48	

 	109926	7.5	333.97468327	54.67272055	46.62	5.84	0.81	

 	109980	9.23	334.12996055	68.33981857	41.69	7.33	1.17	

 	110003	4.17	334.20819329	-7.78323706	17.04	0.33	0.98	

 	110014	7.16	334.23445023	-14.65692783	21.96	3.87	0.48	

 	110066	8.4	334.41352404	-48.65023722	39.38	6.38	0.96	

 	110078	5.49	334.46123241	-77.51158803	26.0	2.56	0.31	

 	110091	6.39	334.51790289	-0.23752268	24.11	3.3	0.44	

 	110094	8.59	334.52644177	61.13412413	16.31	4.65	0.73	

 	110109	5.36	334.5632606	-53.62553594	73.47	4.69	0.61	

 	110161	7.26	334.7066685	-68.31264139	19.17	3.67	0.65	

 	110205	7.98	334.85443256	12.46003053	23.88	4.87	0.67	

 	110219	7.28	334.89327202	-16.70415695	22.36	4.03	0.53	

 	110256	5.09	335.00616756	-80.43964301	12.15	0.51	1.28	

 	110285	9.08	335.08604444	82.97068287	16.31	5.14	0.71	

 	110307	7.69	335.1334312	69.36323573	14.55	3.5	0.52	

 	110309	7.41	335.1443426	54.84202846	21.02	4.02	0.5	

 	110339	7.43	335.21440262	46.06236736	20.31	3.97	0.47	

 	110341	6.18	335.23238665	8.18668942	31.45	3.67	0.45	

 	110391	5.12	335.39823108	-21.59802435	17.81	1.37	1.06	

 	110443	8.98	335.56829764	-54.56118326	74.75	8.35	1.33	

 	110506	5.62	335.78246322	-45.92834717	24.62	2.58	0.37	

 	110508	7.91	335.78747301	9.46099598	30.84	5.36	0.68	

 	110512	7.87	335.80928773	-25.84205653	18.77	4.24	0.61	

 	110534	10.82	335.88611328	-57.21971474	51.57	9.38	1.47	

 	110538	4.42	335.89015172	52.22949951	19.21	0.84	1.01	

 	110566	6.18	335.97525489	38.57331176	19.16	2.59	0.48	

 	110649	5.31	336.23413615	-57.79661017	48.81	3.75	0.67	

 	110663	8.63	336.26734817	-13.99820984	23.97	5.53	0.77	

 	110668	5.78	336.29329897	-70.4314706	19.75	2.26	0.4	

 	110713	7.29	336.46968797	53.94461038	15.89	3.3	0.43	

 	110716	8.32	336.47871205	35.36532314	34.28	6.0	0.9	

 	110753	6.94	336.5602497	-2.78878019	19.57	3.4	0.46	

